"InvoiceLineId";"InvoiceId";"TrackId";"UnitPrice";"Quantity"
867;159;1781;0.99;1
868;159;1790;0.99;1
869;159;1799;0.99;1
870;159;1808;0.99;1
871;159;1817;0.99;1
872;160;1831;0.99;1
873;161;1832;0.99;1
874;161;1833;0.99;1
877;163;1839;0.99;1
878;163;1841;0.99;1
879;163;1843;0.99;1
880;163;1845;0.99;1
912;168;2065;0.99;1
913;169;2067;0.99;1
914;169;2069;0.99;1
915;170;2071;0.99;1
916;170;2073;0.99;1
917;170;2075;0.99;1
925;172;2107;0.99;1
926;172;2113;0.99;1
927;172;2119;0.99;1
928;172;2125;0.99;1
929;172;2131;0.99;1
930;172;2137;0.99;1
931;172;2143;0.99;1
932;172;2149;0.99;1
933;172;2155;0.99;1
957;178;2313;0.99;1
958;178;2317;0.99;1
959;178;2321;0.99;1
960;178;2325;0.99;1
961;178;2329;0.99;1
962;178;2333;0.99;1
964;179;2345;0.99;1
965;179;2351;0.99;1
966;179;2357;0.99;1
967;179;2363;0.99;1
968;179;2369;0.99;1
969;179;2375;0.99;1
970;179;2381;0.99;1
971;179;2387;0.99;1
972;180;2396;0.99;1
973;180;2405;0.99;1
974;180;2414;0.99;1
975;180;2423;0.99;1
976;180;2432;0.99;1
977;180;2441;0.99;1
979;180;2459;0.99;1
981;180;2477;0.99;1
982;180;2486;0.99;1
983;180;2495;0.99;1
984;180;2504;0.99;1
985;180;2513;0.99;1
986;181;2527;0.99;1
989;183;2531;0.99;1
990;183;2533;0.99;1
991;184;2535;0.99;1
992;184;2537;0.99;1
993;184;2539;0.99;1
994;184;2541;0.99;1
995;185;2545;0.99;1
996;185;2549;0.99;1
997;185;2553;0.99;1
998;185;2557;0.99;1
999;185;2561;0.99;1
1000;185;2565;0.99;1
1001;186;2571;0.99;1
1002;186;2577;0.99;1
1003;186;2583;0.99;1
1004;186;2589;0.99;1
1005;186;2595;0.99;1
1006;186;2601;0.99;1
1007;186;2607;0.99;1
1008;186;2613;0.99;1
1009;186;2619;0.99;1
1027;190;2763;0.99;1
1031;191;2771;0.99;1
1048;194;2860;1.99;1
1049;194;2869;1.99;1
1050;194;2878;1.99;1
1051;194;2887;1.99;1
1052;194;2896;1.99;1
1053;194;2905;1.99;1
1054;194;2914;1.99;1
1055;194;2923;1.99;1
1056;194;2932;0.99;1
1057;194;2941;0.99;1
1058;194;2950;0.99;1
1059;194;2959;0.99;1
1060;194;2968;0.99;1
1061;194;2977;0.99;1
1077;200;3035;0.99;1
1078;200;3041;0.99;1
1079;200;3047;0.99;1
1080;200;3053;0.99;1
1081;200;3059;0.99;1
1082;200;3065;0.99;1
1083;200;3071;0.99;1
1084;200;3077;0.99;1
1085;200;3083;0.99;1
1086;201;3092;0.99;1
1087;201;3101;0.99;1
1088;201;3110;0.99;1
1091;201;3137;0.99;1
1093;201;3155;0.99;1
1094;201;3164;0.99;1
1095;201;3173;1.99;1
1096;201;3182;1.99;1
1097;201;3191;1.99;1
1098;201;3200;1.99;1
1099;201;3209;1.99;1
1100;202;3223;1.99;1
1101;203;3224;1.99;1
1102;203;3225;0.99;1
1103;204;3227;1.99;1
1104;204;3229;1.99;1
1109;206;3241;1.99;1
1110;206;3245;1.99;1
1111;206;3249;1.99;1
1112;206;3253;0.99;1
1113;206;3257;0.99;1
1114;206;3261;0.99;1
1115;207;3267;0.99;1
1116;207;3273;0.99;1
1117;207;3279;0.99;1
1118;207;3285;0.99;1
1119;207;3291;0.99;1
1120;207;3297;0.99;1
1121;207;3303;0.99;1
1122;207;3309;0.99;1
1123;207;3315;0.99;1
1138;209;3455;0.99;1
1139;210;3456;0.99;1
1140;210;3457;0.99;1
1141;211;3459;0.99;1
1142;211;3461;0.99;1
1143;212;3463;0.99;1
1144;212;3465;0.99;1
1145;212;3467;0.99;1
1146;212;3469;0.99;1
1147;213;3473;0.99;1
1148;213;3477;0.99;1
1149;213;3481;0.99;1
1152;213;3493;0.99;1
1153;214;3499;0.99;1
1154;214;2;0.99;1
1155;214;8;0.99;1
1156;214;14;0.99;1
1157;214;20;0.99;1
1158;214;26;0.99;1
1159;214;32;0.99;1
1160;214;38;0.99;1
1161;214;44;0.99;1
1162;215;53;0.99;1
1163;215;62;0.99;1
1165;215;80;0.99;1
1166;215;89;0.99;1
1167;215;98;0.99;1
1168;215;107;0.99;1
1169;215;116;0.99;1
1170;215;125;0.99;1
1171;215;134;0.99;1
1172;215;143;0.99;1
1173;215;152;0.99;1
1174;215;161;0.99;1
1175;215;170;0.99;1
1177;217;185;0.99;1
1178;217;186;0.99;1
1179;218;188;0.99;1
1180;218;190;0.99;1
1202;222;303;0.99;1
1206;222;339;0.99;1
1207;222;348;0.99;1
1208;222;357;0.99;1
1209;222;366;0.99;1
1210;222;375;0.99;1
1219;226;424;0.99;1
1220;226;426;0.99;1
1221;226;428;0.99;1
1222;226;430;0.99;1
1238;229;517;0.99;1
1239;229;526;0.99;1
1241;229;544;0.99;1
1242;229;553;0.99;1
1244;229;571;0.99;1
1245;229;580;0.99;1
1246;229;589;0.99;1
1247;229;598;0.99;1
1248;229;607;0.99;1
1249;229;616;0.99;1
1250;229;625;0.99;1
1251;229;634;0.99;1
1262;234;670;0.99;1
1264;234;678;0.99;1
1265;234;682;0.99;1
1266;234;686;0.99;1
1267;235;692;0.99;1
1268;235;698;0.99;1
1269;235;704;0.99;1
1270;235;710;0.99;1
1297;240;892;0.99;1
1298;240;894;0.99;1
1314;243;981;0.99;1
1315;243;990;0.99;1
1316;243;999;0.99;1
1317;243;1008;0.99;1
1318;243;1017;0.99;1
1319;243;1026;0.99;1
1320;243;1035;0.99;1
1321;243;1044;0.99;1
1322;243;1053;0.99;1
1324;243;1071;0.99;1
1326;243;1089;0.99;1
1327;243;1098;0.99;1
1328;244;1112;0.99;1
1329;245;1113;0.99;1
1337;248;1130;0.99;1
1338;248;1134;0.99;1
1339;248;1138;0.99;1
1340;248;1142;0.99;1
1341;248;1146;0.99;1
1342;248;1150;0.99;1
1343;249;1156;0.99;1
1344;249;1162;0.99;1
1345;249;1168;0.99;1
1346;249;1174;0.99;1
1347;249;1180;0.99;1
1348;249;1186;0.99;1
1349;249;1192;0.99;1
1350;249;1198;0.99;1
1351;249;1204;0.99;1
1352;250;1213;0.99;1
1353;250;1222;0.99;1
1354;250;1231;0.99;1
1355;250;1240;0.99;1
1356;250;1249;0.99;1
1357;250;1258;0.99;1
1358;250;1267;0.99;1
1359;250;1276;0.99;1
1360;250;1285;0.99;1
1361;250;1294;0.99;1
1362;250;1303;0.99;1
1363;250;1312;0.99;1
1364;250;1321;0.99;1
1365;250;1330;0.99;1
1371;254;1352;0.99;1
1372;254;1354;0.99;1
1373;254;1356;0.99;1
1374;254;1358;0.99;1
1375;255;1362;0.99;1
1376;255;1366;0.99;1
1377;255;1370;0.99;1
1378;255;1374;0.99;1
1379;255;1378;0.99;1
1380;255;1382;0.99;1
1381;256;1388;0.99;1
1382;256;1394;0.99;1
1383;256;1400;0.99;1
1384;256;1406;0.99;1
1385;256;1412;0.99;1
1386;256;1418;0.99;1
1387;256;1424;0.99;1
1388;256;1430;0.99;1
1389;256;1436;0.99;1
1404;258;1576;0.99;1
1407;260;1580;0.99;1
1408;260;1582;0.99;1
1409;261;1584;0.99;1
1410;261;1586;0.99;1
1411;261;1588;0.99;1
1412;261;1590;0.99;1
1413;262;1594;0.99;1
1414;262;1598;0.99;1
1415;262;1602;0.99;1
1416;262;1606;0.99;1
1417;262;1610;0.99;1
1418;262;1614;0.99;1
1442;265;1808;0.99;1
1443;266;1809;0.99;1
1444;266;1810;0.99;1
1445;267;1812;0.99;1
1446;267;1814;0.99;1
1447;268;1816;0.99;1
1448;268;1818;0.99;1
1449;268;1820;0.99;1
1450;268;1822;0.99;1
1457;270;1852;0.99;1
1458;270;1858;0.99;1
1459;270;1864;0.99;1
1460;270;1870;0.99;1
1461;270;1876;0.99;1
1462;270;1882;0.99;1
1463;270;1888;0.99;1
1464;270;1894;0.99;1
1465;270;1900;0.99;1
1466;271;1909;0.99;1
1469;271;1936;0.99;1
1475;271;1990;0.99;1
1476;271;1999;0.99;1
1477;271;2008;0.99;1
1492;276;2070;0.99;1
1493;276;2074;0.99;1
1495;277;2084;0.99;1
1496;277;2090;0.99;1
1497;277;2096;0.99;1
1498;277;2102;0.99;1
1499;277;2108;0.99;1
1500;277;2114;0.99;1
1501;277;2120;0.99;1
1502;277;2126;0.99;1
1503;277;2132;0.99;1
1504;278;2141;0.99;1
1505;278;2150;0.99;1
1506;278;2159;0.99;1
1507;278;2168;0.99;1
1508;278;2177;0.99;1
1509;278;2186;0.99;1
1510;278;2195;0.99;1
1511;278;2204;0.99;1
1512;278;2213;0.99;1
1513;278;2222;0.99;1
1514;278;2231;0.99;1
1517;278;2258;0.99;1
1521;281;2276;0.99;1
1522;281;2278;0.99;1
1527;283;2290;0.99;1
1528;283;2294;0.99;1
1529;283;2298;0.99;1
1530;283;2302;0.99;1
1531;283;2306;0.99;1
1532;283;2310;0.99;1
1533;284;2316;0.99;1
1534;284;2322;0.99;1
1535;284;2328;0.99;1
1538;284;2346;0.99;1
1540;284;2358;0.99;1
1541;284;2364;0.99;1
1556;286;2504;0.99;1
1557;287;2505;0.99;1
1558;287;2506;0.99;1
1559;288;2508;0.99;1
1560;288;2510;0.99;1
1561;289;2512;0.99;1
1562;289;2514;0.99;1
1563;289;2516;0.99;1
1564;289;2518;0.99;1
1565;290;2522;0.99;1
1566;290;2526;0.99;1
1567;290;2530;0.99;1
1568;290;2534;0.99;1
1569;290;2538;0.99;1
1570;290;2542;0.99;1
1580;292;2605;0.99;1
1581;292;2614;0.99;1
1582;292;2623;0.99;1
1583;292;2632;0.99;1
1584;292;2641;0.99;1
1585;292;2650;0.99;1
1586;292;2659;0.99;1
1587;292;2668;0.99;1
1588;292;2677;0.99;1
1589;292;2686;0.99;1
1590;292;2695;0.99;1
1591;292;2704;0.99;1
1592;292;2713;0.99;1
1593;292;2722;0.99;1
1609;298;2780;0.99;1
1616;298;2822;1.99;1
1617;298;2828;1.99;1
1618;299;2837;1.99;1
1619;299;2846;1.99;1
1620;299;2855;1.99;1
1621;299;2864;1.99;1
1622;299;2873;1.99;1
1623;299;2882;1.99;1
1624;299;2891;1.99;1
1626;299;2909;1.99;1
1627;299;2918;1.99;1
1628;299;2927;0.99;1
1629;299;2936;0.99;1
1630;299;2945;0.99;1
1631;299;2954;0.99;1
1632;300;2968;0.99;1
1633;301;2969;0.99;1
1634;301;2970;0.99;1
1635;302;2972;0.99;1
1636;302;2974;0.99;1
1647;305;3012;0.99;1
1648;305;3018;0.99;1
1649;305;3024;0.99;1
1650;305;3030;0.99;1
1651;305;3036;0.99;1
1652;305;3042;0.99;1
1653;305;3048;0.99;1
1654;305;3054;0.99;1
1655;305;3060;0.99;1
1670;307;3200;1.99;1
1671;308;3201;1.99;1
1672;308;3202;1.99;1
1673;309;3204;1.99;1
1674;309;3206;1.99;1
1675;310;3208;1.99;1
1676;310;3210;1.99;1
1677;310;3212;1.99;1
1678;310;3214;1.99;1
1679;311;3218;1.99;1
1680;311;3222;1.99;1
1681;311;3226;1.99;1
1682;311;3230;1.99;1
1683;311;3234;1.99;1
1684;311;3238;1.99;1
1694;313;3301;0.99;1
1695;313;3310;0.99;1
1696;313;3319;0.99;1
1697;313;3328;0.99;1
1698;313;3337;1.99;1
1699;313;3346;1.99;1
1700;313;3355;0.99;1
1701;313;3364;1.99;1
1702;313;3373;0.99;1
1703;313;3382;0.99;1
1704;313;3391;0.99;1
1705;313;3400;0.99;1
1708;314;3432;0.99;1
1709;315;3433;0.99;1
1732;320;30;0.99;1
1733;320;39;0.99;1
1734;320;48;0.99;1
1735;320;57;0.99;1
1738;320;84;0.99;1
1739;320;93;0.99;1
1740;320;102;0.99;1
1741;320;111;0.99;1
1742;320;120;0.99;1
1743;320;129;0.99;1
1744;320;138;0.99;1
1745;320;147;0.99;1
1749;323;165;0.99;1
1750;323;167;0.99;1
1751;324;169;0.99;1
1752;324;171;0.99;1
1753;324;173;0.99;1
1754;324;175;0.99;1
1762;326;211;0.99;1
1764;326;223;0.99;1
1765;326;229;0.99;1
1767;326;241;0.99;1
1793;332;411;0.99;1
1794;332;415;0.99;1
1795;332;419;0.99;1
1796;332;423;0.99;1
1797;332;427;0.99;1
1798;332;431;0.99;1
1799;333;437;0.99;1
1800;333;443;0.99;1
1801;333;449;0.99;1
1802;333;455;0.99;1
1803;333;461;0.99;1
1804;333;467;0.99;1
1805;333;473;0.99;1
1806;333;479;0.99;1
1807;333;485;0.99;1
1808;334;494;0.99;1
1810;334;512;0.99;1
1811;334;521;0.99;1
1814;334;548;0.99;1
1815;334;557;0.99;1
1816;334;566;0.99;1
1817;334;575;0.99;1
1818;334;584;0.99;1
1819;334;593;0.99;1
1820;334;602;0.99;1
1821;334;611;0.99;1
1822;335;625;0.99;1
1823;336;626;0.99;1
1824;336;627;0.99;1
1827;338;633;0.99;1
1828;338;635;0.99;1
1829;338;637;0.99;1
1830;338;639;0.99;1
1849;341;753;0.99;1
1850;341;762;0.99;1
1851;341;771;0.99;1
1852;341;780;0.99;1
1853;341;789;0.99;1
1854;341;798;0.99;1
1855;341;807;0.99;1
1856;341;816;0.99;1
1857;341;825;0.99;1
1858;341;834;0.99;1
1859;341;843;0.99;1
1861;343;858;0.99;1
1862;343;859;0.99;1
1869;346;875;0.99;1
1873;346;891;0.99;1
1874;346;895;0.99;1
1875;347;901;0.99;1
1876;347;907;0.99;1
1877;347;913;0.99;1
1878;347;919;0.99;1
1879;347;925;0.99;1
1880;347;931;0.99;1
1881;347;937;0.99;1
1882;347;943;0.99;1
1883;347;949;0.99;1
1901;351;1093;0.99;1
1902;351;1095;0.99;1
1904;352;1099;0.99;1
1905;352;1101;0.99;1
1907;353;1107;0.99;1
1908;353;1111;0.99;1
1909;353;1115;0.99;1
1910;353;1119;0.99;1
1911;353;1123;0.99;1
1912;353;1127;0.99;1
1914;354;1139;0.99;1
1915;354;1145;0.99;1
1916;354;1151;0.99;1
1917;354;1157;0.99;1
1918;354;1163;0.99;1
1919;354;1169;0.99;1
1920;354;1175;0.99;1
1921;354;1181;0.99;1
1939;358;1325;0.99;1
1940;358;1327;0.99;1
1941;359;1329;0.99;1
1942;359;1331;0.99;1
1943;359;1333;0.99;1
1944;359;1335;0.99;1
1945;360;1339;0.99;1
1946;360;1343;0.99;1
1947;360;1347;0.99;1
1948;360;1351;0.99;1
1949;360;1355;0.99;1
1950;360;1359;0.99;1
1960;362;1422;0.99;1
1961;362;1431;0.99;1
1962;362;1440;0.99;1
1963;362;1449;0.99;1
1964;362;1458;0.99;1
1965;362;1467;0.99;1
1966;362;1476;0.99;1
1967;362;1485;0.99;1
1968;362;1494;0.99;1
1969;362;1503;0.99;1
1971;362;1521;0.99;1
1972;362;1530;0.99;1
1974;363;1553;0.99;1
1975;364;1554;0.99;1
1976;364;1555;0.99;1
1977;365;1557;0.99;1
1978;365;1559;0.99;1
1979;366;1561;0.99;1
1980;366;1563;0.99;1
1981;366;1565;0.99;1
1982;366;1567;0.99;1
1989;368;1597;0.99;1
1990;368;1603;0.99;1
1991;368;1609;0.99;1
1992;368;1615;0.99;1
1993;368;1621;0.99;1
1994;368;1627;0.99;1
1995;368;1633;0.99;1
1996;368;1639;0.99;1
1997;368;1645;0.99;1
1998;369;1654;0.99;1
1999;369;1663;0.99;1
2004;369;1708;0.99;1
2009;369;1753;0.99;1
2010;369;1762;0.99;1
2011;369;1771;0.99;1
2021;374;1803;0.99;1
2022;374;1807;0.99;1
2023;374;1811;0.99;1
2024;374;1815;0.99;1
2025;374;1819;0.99;1
2026;374;1823;0.99;1
2027;375;1829;0.99;1
2028;375;1835;0.99;1
2029;375;1841;0.99;1
2030;375;1847;0.99;1
2031;375;1853;0.99;1
2032;375;1859;0.99;1
2033;375;1865;0.99;1
2034;375;1871;0.99;1
2035;375;1877;0.99;1
2036;376;1886;0.99;1
2037;376;1895;0.99;1
2038;376;1904;0.99;1
2039;376;1913;0.99;1
2040;376;1922;0.99;1
2041;376;1931;0.99;1
2042;376;1940;0.99;1
2048;376;1994;0.99;1
2049;376;2003;0.99;1
2059;381;2035;0.99;1
2060;381;2039;0.99;1
2061;381;2043;0.99;1
2092;386;2255;0.99;1
2093;387;2257;0.99;1
2094;387;2259;0.99;1
2095;387;2261;0.99;1
2096;387;2263;0.99;1
2097;388;2267;0.99;1
2098;388;2271;0.99;1
2099;388;2275;0.99;1
2100;388;2279;0.99;1
2101;388;2283;0.99;1
2102;388;2287;0.99;1
2103;389;2293;0.99;1
2104;389;2299;0.99;1
2105;389;2305;0.99;1
2106;389;2311;0.99;1
2107;389;2317;0.99;1
2108;389;2323;0.99;1
2109;389;2329;0.99;1
2112;390;2350;0.99;1
2113;390;2359;0.99;1
2114;390;2368;0.99;1
